customer_id,customer_name,email,city,country,loyalty_segment
C00053,Customer 00053,customer00053@example.com,Bengaluru,India,Gold
C00054,Customer 00054,customer00054@example.com,Pune,India,Regular
C00055,Customer 00055,customer00055@example.com,Delhi,India,Platinum
C00056,Customer 00056,customer00056@example.com,Hyderabad,India,Platinum
C00057,Customer 00057,customer00057@example.com,Chennai,India,Gold
C00058,Customer 00058,customer00058@example.com,Hyderabad,India,Regular
C00059,Customer 00059,customer00059@example.com,Delhi,India,Silver
C00060,Customer 00060,customer00060@example.com,Hyderabad,India,Gold
C00061,Customer 00061,customer00061@example.com,Hyderabad,India,Regular
C00062,Customer 00062,customer00062@example.com,Pune,India,Platinum
C00063,Customer 00063,customer00063@example.com,Chennai,India,Regular
C00064,Customer 00064,customer00064@example.com,Pune,India,Gold
C00065,Customer 00065,customer00065@example.com,Mumbai,India,Regular
C00066,Customer 00066,customer00066@example.com,Mumbai,India,Regular
C00067,Customer 00067,customer00067@example.com,Bengaluru,India,Platinum
C00068,Customer 00068,customer00068@example.com,Bengaluru,India,Silver
C00069,Customer 00069,customer00069@example.com,Hyderabad,India,Platinum
C00070,Customer 00070,customer00070@example.com,Hyderabad,India,Gold
C00071,Customer 00071,customer00071@example.com,Kochi,India,Silver
C00072,Customer 00072,customer00072@example.com,Mumbai,India,Gold
C00073,Customer 00073,customer00073@example.com,Kochi,India,Gold
C00074,Customer 00074,customer00074@example.com,Coimbatore,India,Platinum
C00075,Customer 00075,customer00075@example.com,Bengaluru,India,Silver
C00076,Customer 00076,customer00076@example.com,Mumbai,India,Regular
C00077,Customer 00077,customer00077@example.com,Pune,India,Regular
C00078,Customer 00078,customer00078@example.com,Mumbai,India,Silver
C00079,Customer 00079,customer00079@example.com,Chennai,India,Regular
C00080,Customer 00080,customer00080@example.com,Chennai,India,Silver
C00081,Customer 00081,customer00081@example.com,Bengaluru,India,Regular
C00082,Customer 00082,customer00082@example.com,Pune,India,Regular
C00083,Customer 00083,customer00083@example.com,Mumbai,India,Gold
C00084,Customer 00084,customer00084@example.com,Coimbatore,India,Silver
C00085,Customer 00085,customer00085@example.com,Hyderabad,India,Platinum
C00086,Customer 00086,customer00086@example.com,Mumbai,India,Platinum
C00087,Customer 00087,customer00087@example.com,Kochi,India,Silver
C00088,Customer 00088,customer00088@example.com,Bengaluru,India,Regular
C00089,Customer 00089,customer00089@example.com,Kochi,India,Gold
C00090,Customer 00090,customer00090@example.com,Kochi,India,Platinum
C00091,Customer 00091,customer00091@example.com,Coimbatore,India,Regular
C00092,Customer 00092,customer00092@example.com,Bengaluru,India,Regular
C00093,Customer 00093,customer00093@example.com,Kochi,India,Gold
C00094,Customer 00094,customer00094@example.com,Bengaluru,India,Silver
C00095,Customer 00095,customer00095@example.com,Mumbai,India,Silver
C00096,Customer 00096,customer00096@example.com,Coimbatore,India,Silver
C00097,Customer 00097,customer00097@example.com,Kochi,India,Silver
C00098,Customer 00098,customer00098@example.com,Delhi,India,Platinum
C00099,Customer 00099,customer00099@example.com,Mumbai,India,Regular
C00100,Customer 00100,customer00100@example.com,Coimbatore,India,Regular
C00101,Customer 00101,customer00101@example.com,Chennai,India,Regular
C00102,Customer 00102,customer00102@example.com,Bengaluru,India,Silver
C00103,Customer 00103,customer00103@example.com,Hyderabad,India,Platinum
C00104,Customer 00104,customer00104@example.com,Coimbatore,India,Platinum
C00105,Customer 00105,customer00105@example.com,Mumbai,India,Platinum
C00106,Customer 00106,customer00106@example.com,Chennai,India,Silver
C00107,Customer 00107,customer00107@example.com,Kochi,India,Regular
C00108,Customer 00108,customer00108@example.com,Kochi,India,Gold
C00109,Customer 00109,customer00109@example.com,Coimbatore,India,Gold
C00110,Customer 00110,customer00110@example.com,Kochi,India,Platinum
C00111,Customer 00111,customer00111@example.com,Hyderabad,India,Silver
C00112,Customer 00112,customer00112@example.com,Delhi,India,Silver
C00113,Customer 00113,customer00113@example.com,Chennai,India,Regular
C00114,Customer 00114,customer00114@example.com,Pune,India,Regular
C00115,Customer 00115,customer00115@example.com,Chennai,India,Platinum
C00116,Customer 00116,customer00116@example.com,Hyderabad,India,Regular
C00117,Customer 00117,customer00117@example.com,Bengaluru,India,Silver
C00118,Customer 00118,customer00118@example.com,Bengaluru,India,Regular
C00119,Customer 00119,customer00119@example.com,Mumbai,India,Platinum
C00120,Customer 00120,customer00120@example.com,Bengaluru,India,Silver
C00121,Customer 00121,customer00121@example.com,Chennai,India,Regular
C00122,Customer 00122,customer00122@example.com,Kochi,India,Gold
C00123,Customer 00123,customer00123@example.com,Delhi,India,Silver
C00124,Customer 00124,customer00124@example.com,Pune,India,Silver
C00125,Customer 00125,customer00125@example.com,Delhi,India,Platinum
C00126,Customer 00126,customer00126@example.com,Hyderabad,India,Gold
C00127,Customer 00127,customer00127@example.com,Coimbatore,India,Gold
C00128,Customer 00128,customer00128@example.com,Bengaluru,India,Regular
C00129,Customer 00129,customer00129@example.com,Coimbatore,India,Regular
C00130,Customer 00130,customer00130@example.com,Bengaluru,India,Silver
C00131,Customer 00131,customer00131@example.com,Delhi,India,Silver
C00132,Customer 00132,customer00132@example.com,Pune,India,Regular
C00133,Customer 00133,customer00133@example.com,Mumbai,India,Gold
C00134,Customer 00134,customer00134@example.com,Delhi,India,Silver
C00135,Customer 00135,customer00135@example.com,Coimbatore,India,Gold
C00136,Customer 00136,customer00136@example.com,Chennai,India,Gold
C00137,Customer 00137,customer00137@example.com,Bengaluru,India,Silver
C00138,Customer 00138,customer00138@example.com,Delhi,India,Regular
C00139,Customer 00139,customer00139@example.com,Bengaluru,India,Silver
C00140,Customer 00140,customer00140@example.com,Delhi,India,Gold
C00141,Customer 00141,customer00141@example.com,Mumbai,India,Gold
C00142,Customer 00142,customer00142@example.com,Mumbai,India,Gold
C00143,Customer 00143,customer00143@example.com,Coimbatore,India,Gold
C00144,Customer 00144,customer00144@example.com,Chennai,India,Regular
C00145,Customer 00145,customer00145@example.com,Kochi,India,Gold
C00146,Customer 00146,customer00146@example.com,Chennai,India,Regular
C00147,Customer 00147,customer00147@example.com,Pune,India,Silver
C00148,Customer 00148,customer00148@example.com,Delhi,India,Silver
C00149,Customer 00149,customer00149@example.com,Coimbatore,India,Platinum
C00150,Customer 00150,customer00150@example.com,Chennai,India,Regular
C00151,Customer 00151,customer00151@example.com,Bengaluru,India,Silver
C00152,Customer 00152,customer00152@example.com,Chennai,India,Gold
C00153,Customer 00153,customer00153@example.com,Hyderabad,India,Platinum
C00154,Customer 00154,customer00154@example.com,Hyderabad,India,Regular
C00155,Customer 00155,customer00155@example.com,Delhi,India,Gold
C00156,Customer 00156,customer00156@example.com,Chennai,India,Gold
C00157,Customer 00157,customer00157@example.com,Mumbai,India,Silver
C00158,Customer 00158,customer00158@example.com,Bengaluru,India,Gold
C00159,Customer 00159,customer00159@example.com,Kochi,India,Silver
C00160,Customer 00160,customer00160@example.com,Mumbai,India,Silver
C00161,Customer 00161,customer00161@example.com,Hyderabad,India,Platinum
C00162,Customer 00162,customer00162@example.com,Chennai,India,Silver
C00163,Customer 00163,customer00163@example.com,Pune,India,Platinum
C00164,Customer 00164,customer00164@example.com,Mumbai,India,Gold
C00165,Customer 00165,customer00165@example.com,Hyderabad,India,Regular
C00166,Customer 00166,customer00166@example.com,Kochi,India,Regular
C00167,Customer 00167,customer00167@example.com,Coimbatore,India,Silver
C00168,Customer 00168,customer00168@example.com,Mumbai,India,Platinum
C00169,Customer 00169,customer00169@example.com,Pune,India,Gold
C00170,Customer 00170,customer00170@example.com,Mumbai,India,Silver
C00171,Customer 00171,customer00171@example.com,Chennai,India,Silver
C00172,Customer 00172,customer00172@example.com,Kochi,India,Gold
C00173,Customer 00173,customer00173@example.com,Delhi,India,Regular
C00174,Customer 00174,customer00174@example.com,Delhi,India,Gold
C00175,Customer 00175,customer00175@example.com,Kochi,India,Gold
C00176,Customer 00176,customer00176@example.com,Chennai,India,Regular
C00177,Customer 00177,customer00177@example.com,Delhi,India,Silver
C00178,Customer 00178,customer00178@example.com,Delhi,India,Regular
C00179,Customer 00179,customer00179@example.com,Bengaluru,India,Platinum
C00180,Customer 00180,customer00180@example.com,Pune,India,Gold
C00181,Customer 00181,customer00181@example.com,Kochi,India,Regular
C00182,Customer 00182,customer00182@example.com,Kochi,India,Silver
C00183,Customer 00183,customer00183@example.com,Delhi,India,Regular
C00184,Customer 00184,customer00184@example.com,Kochi,India,Regular
C00185,Customer 00185,customer00185@example.com,Mumbai,India,Gold
C00186,Customer 00186,customer00186@example.com,Kochi,India,Regular
C00187,Customer 00187,customer00187@example.com,Pune,India,Gold
C00188,Customer 00188,customer00188@example.com,Bengaluru,India,Gold
C00189,Customer 00189,customer00189@example.com,Delhi,India,Platinum
C00190,Customer 00190,customer00190@example.com,Pune,India,Platinum
C00191,Customer 00191,customer00191@example.com,Delhi,India,Silver
C00192,Customer 00192,customer00192@example.com,Mumbai,India,Platinum
C00193,Customer 00193,customer00193@example.com,Kochi,India,Silver
C00194,Customer 00194,customer00194@example.com,Delhi,India,Platinum
C00195,Customer 00195,customer00195@example.com,Chennai,India,Gold
C00196,Customer 00196,customer00196@example.com,Delhi,India,Silver
C00197,Customer 00197,customer00197@example.com,Kochi,India,Gold
C00198,Customer 00198,customer00198@example.com,Coimbatore,India,Platinum
C00199,Customer 00199,customer00199@example.com,Coimbatore,India,Silver
C00200,Customer 00200,customer00200@example.com,Coimbatore,India,Silver
C00201,Customer 00201,customer00201@example.com,Bengaluru,India,Gold
C00202,Customer 00202,customer00202@example.com,Pune,India,Regular
C00203,Customer 00203,customer00203@example.com,Mumbai,India,Gold
C00204,Customer 00204,customer00204@example.com,Mumbai,India,Silver
C00205,Customer 00205,customer00205@example.com,Hyderabad,India,Regular
C00206,Customer 00206,customer00206@example.com,Chennai,India,Silver
C00207,Customer 00207,customer00207@example.com,Coimbatore,India,Regular
C00208,Customer 00208,customer00208@example.com,Coimbatore,India,Platinum
C00209,Customer 00209,customer00209@example.com,Mumbai,India,Platinum
C00210,Customer 00210,customer00210@example.com,Coimbatore,India,Platinum
C00211,Customer 00211,customer00211@example.com,Mumbai,India,Silver
C00212,Customer 00212,customer00212@example.com,Chennai,India,Regular
C00213,Customer 00213,customer00213@example.com,Kochi,India,Silver
C00214,Customer 00214,customer00214@example.com,Hyderabad,India,Platinum
C00215,Customer 00215,customer00215@example.com,Chennai,India,Silver
C00216,Customer 00216,customer00216@example.com,Bengaluru,India,Platinum
C00217,Customer 00217,customer00217@example.com,Hyderabad,India,Platinum
C00218,Customer 00218,customer00218@example.com,Pune,India,Platinum
C00219,Customer 00219,customer00219@example.com,Kochi,India,Platinum
C00220,Customer 00220,customer00220@example.com,Hyderabad,India,Platinum
C00221,Customer 00221,customer00221@example.com,Coimbatore,India,Gold
C00222,Customer 00222,customer00222@example.com,Mumbai,India,Gold
C00223,Customer 00223,customer00223@example.com,Coimbatore,India,Silver
C00224,Customer 00224,customer00224@example.com,Delhi,India,Platinum
C00225,Customer 00225,customer00225@example.com,Bengaluru,India,Gold
C00226,Customer 00226,customer00226@example.com,Mumbai,India,Gold
C00227,Customer 00227,customer00227@example.com,Pune,India,Gold
C00228,Customer 00228,customer00228@example.com,Bengaluru,India,Silver
C00229,Customer 00229,customer00229@example.com,Hyderabad,India,Silver
C00230,Customer 00230,customer00230@example.com,Kochi,India,Silver
C00231,Customer 00231,customer00231@example.com,Mumbai,India,Regular
C00232,Customer 00232,customer00232@example.com,Kochi,India,Platinum
C00233,Customer 00233,customer00233@example.com,Pune,India,Platinum
C00234,Customer 00234,customer00234@example.com,Kochi,India,Regular
C00235,Customer 00235,customer00235@example.com,Mumbai,India,Platinum
C00236,Customer 00236,customer00236@example.com,Kochi,India,Regular
C00237,Customer 00237,customer00237@example.com,Kochi,India,Platinum
C00238,Customer 00238,customer00238@example.com,Chennai,India,Gold
C00239,Customer 00239,customer00239@example.com,Delhi,India,Platinum
C00240,Customer 00240,customer00240@example.com,Kochi,India,Silver
C00241,Customer 00241,customer00241@example.com,Coimbatore,India,Silver
C00242,Customer 00242,customer00242@example.com,Delhi,India,Platinum
C00243,Customer 00243,customer00243@example.com,Coimbatore,India,Regular
C00244,Customer 00244,customer00244@example.com,Kochi,India,Gold
C00245,Customer 00245,customer00245@example.com,Kochi,India,Silver
C00246,Customer 00246,customer00246@example.com,Coimbatore,India,Silver
C00247,Customer 00247,customer00247@example.com,Chennai,India,Platinum
C00248,Customer 00248,customer00248@example.com,Chennai,India,Regular
C00249,Customer 00249,customer00249@example.com,Kochi,India,Silver
C00250,Customer 00250,customer00250@example.com,Coimbatore,India,Silver
C00251,Customer 00251,customer00251@example.com,Chennai,India,Gold
C00252,Customer 00252,customer00252@example.com,Kochi,India,Gold
C00253,Customer 00253,customer00253@example.com,Mumbai,India,Platinum
C00254,Customer 00254,customer00254@example.com,Pune,India,Gold
C00255,Customer 00255,customer00255@example.com,Kochi,India,Gold
C00256,Customer 00256,customer00256@example.com,Kochi,India,Gold
C00257,Customer 00257,customer00257@example.com,Bengaluru,India,Platinum
C00258,Customer 00258,customer00258@example.com,Chennai,India,Regular
C00259,Customer 00259,customer00259@example.com,Pune,India,Silver
C00260,Customer 00260,customer00260@example.com,Bengaluru,India,Regular
C00261,Customer 00261,customer00261@example.com,Chennai,India,Silver
C00262,Customer 00262,customer00262@example.com,Mumbai,India,Regular
C00263,Customer 00263,customer00263@example.com,Hyderabad,India,Silver
C00264,Customer 00264,customer00264@example.com,Hyderabad,India,Platinum
C00265,Customer 00265,customer00265@example.com,Bengaluru,India,Silver
C00266,Customer 00266,customer00266@example.com,Coimbatore,India,Gold
C00267,Customer 00267,customer00267@example.com,Pune,India,Silver
C00268,Customer 00268,customer00268@example.com,Bengaluru,India,Silver
C00269,Customer 00269,customer00269@example.com,Delhi,India,Regular
C00270,Customer 00270,customer00270@example.com,Chennai,India,Gold
C00271,Customer 00271,customer00271@example.com,Kochi,India,Platinum
C00272,Customer 00272,customer00272@example.com,Mumbai,India,Regular
C00273,Customer 00273,customer00273@example.com,Mumbai,India,Regular
C00274,Customer 00274,customer00274@example.com,Delhi,India,Regular
C00275,Customer 00275,customer00275@example.com,Chennai,India,Gold
C00276,Customer 00276,customer00276@example.com,Kochi,India,Gold
C00277,Customer 00277,customer00277@example.com,Bengaluru,India,Gold
C00278,Customer 00278,customer00278@example.com,Chennai,India,Platinum
C00279,Customer 00279,customer00279@example.com,Coimbatore,India,Regular
C00280,Customer 00280,customer00280@example.com,Kochi,India,Gold
C00281,Customer 00281,customer00281@example.com,Coimbatore,India,Silver
C00282,Customer 00282,customer00282@example.com,Kochi,India,Silver
C00283,Customer 00283,customer00283@example.com,Delhi,India,Platinum
C00284,Customer 00284,customer00284@example.com,Coimbatore,India,Platinum
C00285,Customer 00285,customer00285@example.com,Delhi,India,Gold
C00286,Customer 00286,customer00286@example.com,Mumbai,India,Regular
C00287,Customer 00287,customer00287@example.com,Delhi,India,Platinum
C00288,Customer 00288,customer00288@example.com,Mumbai,India,Platinum
C00289,Customer 00289,customer00289@example.com,Kochi,India,Gold
C00290,Customer 00290,customer00290@example.com,Chennai,India,Platinum
C00291,Customer 00291,customer00291@example.com,Pune,India,Silver
C00292,Customer 00292,customer00292@example.com,Coimbatore,India,Silver
C00293,Customer 00293,customer00293@example.com,Pune,India,Gold
C00294,Customer 00294,customer00294@example.com,Pune,India,Gold
C00295,Customer 00295,customer00295@example.com,Delhi,India,Regular
C00296,Customer 00296,customer00296@example.com,Mumbai,India,Regular
C00297,Customer 00297,customer00297@example.com,Mumbai,India,Platinum
C00298,Customer 00298,customer00298@example.com,Coimbatore,India,Silver
C00299,Customer 00299,customer00299@example.com,Coimbatore,India,Platinum
C00300,Customer 00300,customer00300@example.com,Coimbatore,India,Regular
C00301,Customer 00301,customer00301@example.com,Bengaluru,India,Gold
C00302,Customer 00302,customer00302@example.com,Mumbai,India,Platinum
C00303,Customer 00303,customer00303@example.com,Mumbai,India,Gold
C00304,Customer 00304,customer00304@example.com,Pune,India,Platinum
C00305,Customer 00305,customer00305@example.com,Pune,India,Platinum
C00306,Customer 00306,customer00306@example.com,Pune,India,Gold
C00307,Customer 00307,customer00307@example.com,Coimbatore,India,Gold
C00308,Customer 00308,customer00308@example.com,Delhi,India,Gold
C00309,Customer 00309,customer00309@example.com,Mumbai,India,Regular
C00310,Customer 00310,customer00310@example.com,Mumbai,India,Gold
C00311,Customer 00311,customer00311@example.com,Bengaluru,India,Silver
C00312,Customer 00312,customer00312@example.com,Mumbai,India,Silver
C00313,Customer 00313,customer00313@example.com,Coimbatore,India,Gold
C00314,Customer 00314,customer00314@example.com,Delhi,India,Regular
C00315,Customer 00315,customer00315@example.com,Mumbai,India,Gold
C00316,Customer 00316,customer00316@example.com,Mumbai,India,Gold
C00317,Customer 00317,customer00317@example.com,Hyderabad,India,Gold
C00318,Customer 00318,customer00318@example.com,Chennai,India,Silver
C00319,Customer 00319,customer00319@example.com,Delhi,India,Regular
C00320,Customer 00320,customer00320@example.com,Chennai,India,Gold
C00321,Customer 00321,customer00321@example.com,Hyderabad,India,Platinum
C00322,Customer 00322,customer00322@example.com,Bengaluru,India,Regular
C00323,Customer 00323,customer00323@example.com,Delhi,India,Platinum
C00324,Customer 00324,customer00324@example.com,Coimbatore,India,Platinum
C00325,Customer 00325,customer00325@example.com,Pune,India,Silver
C00326,Customer 00326,customer00326@example.com,Chennai,India,Gold
C00327,Customer 00327,customer00327@example.com,Coimbatore,India,Regular
C00328,Customer 00328,customer00328@example.com,Bengaluru,India,Platinum
C00329,Customer 00329,customer00329@example.com,Coimbatore,India,Regular
C00330,Customer 00330,customer00330@example.com,Chennai,India,Silver
C00331,Customer 00331,customer00331@example.com,Hyderabad,India,Gold
C00332,Customer 00332,customer00332@example.com,Bengaluru,India,Silver
C00333,Customer 00333,customer00333@example.com,Bengaluru,India,Platinum
C00334,Customer 00334,customer00334@example.com,Mumbai,India,Platinum
C00335,Customer 00335,customer00335@example.com,Coimbatore,India,Platinum
C00336,Customer 00336,customer00336@example.com,Delhi,India,Platinum
C00337,Customer 00337,customer00337@example.com,Delhi,India,Regular
C00338,Customer 00338,customer00338@example.com,Bengaluru,India,Silver
C00339,Customer 00339,customer00339@example.com,Mumbai,India,Gold
C00340,Customer 00340,customer00340@example.com,Bengaluru,India,Silver
C00341,Customer 00341,customer00341@example.com,Mumbai,India,Silver
C00342,Customer 00342,customer00342@example.com,Bengaluru,India,Silver
C00343,Customer 00343,customer00343@example.com,Chennai,India,Platinum
C00344,Customer 00344,customer00344@example.com,Coimbatore,India,Platinum
C00345,Customer 00345,customer00345@example.com,Delhi,India,Regular
C00346,Customer 00346,customer00346@example.com,Mumbai,India,Gold
C00347,Customer 00347,customer00347@example.com,Delhi,India,Platinum
C00348,Customer 00348,customer00348@example.com,Bengaluru,India,Silver
C00349,Customer 00349,customer00349@example.com,Delhi,India,Silver
C00350,Customer 00350,customer00350@example.com,Kochi,India,Regular
C00351,Customer 00351,customer00351@example.com,Mumbai,India,Silver
C00352,Customer 00352,customer00352@example.com,Delhi,India,Silver
C00353,Customer 00353,customer00353@example.com,Bengaluru,India,Regular
C00354,Customer 00354,customer00354@example.com,Hyderabad,India,Gold
C00355,Customer 00355,customer00355@example.com,Delhi,India,Platinum
C00356,Customer 00356,customer00356@example.com,Bengaluru,India,Platinum
C00357,Customer 00357,customer00357@example.com,Delhi,India,Platinum
C00358,Customer 00358,customer00358@example.com,Delhi,India,Platinum
C00359,Customer 00359,customer00359@example.com,Coimbatore,India,Regular
C00360,Customer 00360,customer00360@example.com,Chennai,India,Platinum
C00361,Customer 00361,customer00361@example.com,Pune,India,Gold
C00362,Customer 00362,customer00362@example.com,Chennai,India,Regular
C00363,Customer 00363,customer00363@example.com,Mumbai,India,Regular
C00364,Customer 00364,customer00364@example.com,Delhi,India,Regular
C00365,Customer 00365,customer00365@example.com,Hyderabad,India,Platinum
C00366,Customer 00366,customer00366@example.com,Coimbatore,India,Gold
C00367,Customer 00367,customer00367@example.com,Hyderabad,India,Platinum
C00368,Customer 00368,customer00368@example.com,Coimbatore,India,Regular
C00369,Customer 00369,customer00369@example.com,Coimbatore,India,Gold
C00370,Customer 00370,customer00370@example.com,Kochi,India,Gold
C00371,Customer 00371,customer00371@example.com,Pune,India,Regular
C00372,Customer 00372,customer00372@example.com,Hyderabad,India,Gold
C00373,Customer 00373,customer00373@example.com,Kochi,India,Platinum
C00374,Customer 00374,customer00374@example.com,Delhi,India,Platinum
C00375,Customer 00375,customer00375@example.com,Chennai,India,Platinum
C00376,Customer 00376,customer00376@example.com,Bengaluru,India,Gold
C00377,Customer 00377,customer00377@example.com,Delhi,India,Gold
C00378,Customer 00378,customer00378@example.com,Bengaluru,India,Platinum
C00379,Customer 00379,customer00379@example.com,Chennai,India,Platinum
C00380,Customer 00380,customer00380@example.com,Kochi,India,Regular
C00381,Customer 00381,customer00381@example.com,Mumbai,India,Gold
C00382,Customer 00382,customer00382@example.com,Coimbatore,India,Platinum
C00383,Customer 00383,customer00383@example.com,Chennai,India,Silver
C00384,Customer 00384,customer00384@example.com,Delhi,India,Silver
C00385,Customer 00385,customer00385@example.com,Delhi,India,Platinum
C00386,Customer 00386,customer00386@example.com,Coimbatore,India,Regular
C00387,Customer 00387,customer00387@example.com,Chennai,India,Silver
C00388,Customer 00388,customer00388@example.com,Hyderabad,India,Gold
C00389,Customer 00389,customer00389@example.com,Chennai,India,Platinum
C00390,Customer 00390,customer00390@example.com,Bengaluru,India,Silver
C00391,Customer 00391,customer00391@example.com,Bengaluru,India,Platinum
C00392,Customer 00392,customer00392@example.com,Bengaluru,India,Silver
C00393,Customer 00393,customer00393@example.com,Coimbatore,India,Gold
C00394,Customer 00394,customer00394@example.com,Delhi,India,Platinum
C00395,Customer 00395,customer00395@example.com,Coimbatore,India,Platinum
C00396,Customer 00396,customer00396@example.com,Mumbai,India,Platinum
C00397,Customer 00397,customer00397@example.com,Hyderabad,India,Platinum
C00398,Customer 00398,customer00398@example.com,Mumbai,India,Silver
C00399,Customer 00399,customer00399@example.com,Bengaluru,India,Gold
C00400,Customer 00400,customer00400@example.com,Kochi,India,Gold
C00401,Customer 00401,customer00401@example.com,Delhi,India,Regular
C00402,Customer 00402,customer00402@example.com,Delhi,India,Gold
C00403,Customer 00403,customer00403@example.com,Coimbatore,India,Silver
C00404,Customer 00404,customer00404@example.com,Coimbatore,India,Platinum
C00405,Customer 00405,customer00405@example.com,Pune,India,Gold
C00406,Customer 00406,customer00406@example.com,Kochi,India,Platinum
C00407,Customer 00407,customer00407@example.com,Pune,India,Silver
C00408,Customer 00408,customer00408@example.com,Mumbai,India,Platinum
C00409,Customer 00409,customer00409@example.com,Mumbai,India,Platinum
C00410,Customer 00410,customer00410@example.com,Chennai,India,Gold
C00411,Customer 00411,customer00411@example.com,Coimbatore,India,Platinum
C00412,Customer 00412,customer00412@example.com,Kochi,India,Silver
C00413,Customer 00413,customer00413@example.com,Coimbatore,India,Regular
C00414,Customer 00414,customer00414@example.com,Hyderabad,India,Gold
C00415,Customer 00415,customer00415@example.com,Bengaluru,India,Platinum
C00416,Customer 00416,customer00416@example.com,Bengaluru,India,Platinum
C00417,Customer 00417,customer00417@example.com,Chennai,India,Silver
C00418,Customer 00418,customer00418@example.com,Kochi,India,Silver
C00419,Customer 00419,customer00419@example.com,Bengaluru,India,Platinum
C00420,Customer 00420,customer00420@example.com,Delhi,India,Gold
C00421,Customer 00421,customer00421@example.com,Kochi,India,Regular
C00422,Customer 00422,customer00422@example.com,Pune,India,Platinum
C00423,Customer 00423,customer00423@example.com,Pune,India,Platinum
C00424,Customer 00424,customer00424@example.com,Chennai,India,Regular
C00425,Customer 00425,customer00425@example.com,Mumbai,India,Gold
C00426,Customer 00426,customer00426@example.com,Mumbai,India,Regular
C00427,Customer 00427,customer00427@example.com,Kochi,India,Regular
C00428,Customer 00428,customer00428@example.com,Bengaluru,India,Platinum
C00429,Customer 00429,customer00429@example.com,Hyderabad,India,Gold
C00430,Customer 00430,customer00430@example.com,Chennai,India,Regular
C00431,Customer 00431,customer00431@example.com,Pune,India,Regular
C00432,Customer 00432,customer00432@example.com,Delhi,India,Gold
C00433,Customer 00433,customer00433@example.com,Pune,India,Platinum
C00434,Customer 00434,customer00434@example.com,Hyderabad,India,Silver
C00435,Customer 00435,customer00435@example.com,Kochi,India,Silver
